ANTName,ID,LON,LAT,Towerheight
Lapid,1209,35.0355633,31.9171452,5
Lapid,1213,35.0344091,31.9195841,5
Lapid,1217,35.0335108,31.9204299,5
Lapid,1221,35.03271,31.920804,5
Kiryat Arba,1225,35.1178619,31.526187,5
Kiryat Arba,1229,35.1192165,31.5265232,5
Kiryat Arba,1233,35.1200761,31.5266418,5
Kiryat Arba,1237,35.121428,31.5263492,5
Kiryat Arba,1241,35.1223893,31.5261754,5
Kiryat Arba,1245,35.124196,31.5274558,5
Kiryat Arba,1249,35.1236488,31.5295225,5
Kiryat Arba,1253,35.1218207,31.5300251,5
Kiryat Arba,1257,35.1208272,31.5300804,5
Kiryat Arba,1261,35.1205332,31.5306926,5
Kiryat Arba,1265,35.1198466,31.5315614,5
Kiryat Arba,1269,35.1183314,31.5315526,5
Kiryat Arba,1273,35.1170866,31.5323233,5
Kiryat Arba,1277,35.1152895,31.5322803,5
Kiryat Arba,1281,35.114844,31.532457,5
Kiryat Arba,1285,35.1143939,31.5322707,5
Kiryat Arba,1289,35.1143789,31.5317172,5
Kiryat Arba,1293,35.1145485,31.5305055,5
Kiryat Arba,1297,35.1155299,31.528085,5
Kiryat Arba,1301,35.1161425,31.5263602,5
Kiryat Arba,1305,35.1169068,31.5256267,5
Negohot,1309,34.9701521,31.497412,5
Negohot,1313,34.9692276,31.4972509,5
Negohot,1317,34.9690035,31.4968771,5
Negohot,1321,34.9692441,31.4961692,5
Negohot,1325,34.970016,31.496009,5
Negohot,1329,34.9718159,31.4962564,5
Negohot,1333,34.9719688,31.4968146,5
Negohot,1337,34.9814695,31.4924365,5
Negohot,1341,34.9819402,31.4923104,5
Negohot,1345,34.9830354,31.4923049,5
Negohot,1349,34.9837674,31.4925824,5
Negohot,1353,34.9851302,31.4927153,5
Negohot,1357,34.9861398,31.492568,5
Negohot,1361,34.9847464,31.4930618,5
Negohot,1365,34.9839283,31.4934471,5
Negohot,1369,34.98294,31.4942788,5
Negohot,1373,34.9825659,31.4947392,5
Negohot,1377,34.9819591,31.4949201,5
Negohot,1381,34.981066,31.4948188,5
Negohot,1385,34.9808246,31.4942487,5
Negohot,1389,34.9799563,31.4933193,5
Negohot,1393,34.9791716,31.4931814,5
Negohot,1397,34.9794484,31.4925724,5
Negohot,1401,34.9800013,31.4923651,5
Negohot,1405,34.9807634,31.4933782,5
Negohot,1409,34.9808158,31.4928445,5
Negohot,1413,34.9814695,31.4924365,5
Modi'in Illit,1417,35.0527971,31.9213665,5
Modi'in Illit,1421,35.0552632,31.9222994,5
Modi'in Illit,1425,35.0545617,31.9241974,5
Modi'in Illit,1429,35.0531819,31.9255438,5
Modi'in Illit,1433,35.0491685,31.9255278,5
Modi'in Illit,1437,35.0464398,31.9251207,5
Modi'in Illit,1441,35.0482938,31.9264438,5
Modi'in Illit,1445,35.0511442,31.9285942,5
Modi'in Illit,1449,35.0505093,31.9294061,5
Modi'in Illit,1453,35.0513285,31.9308148,5
Modi'in Illit,1457,35.0540755,31.9335041,5
Modi'in Illit,1461,35.0536254,31.9352046,5
Modi'in Illit,1465,35.0494962,31.9372727,5
Modi'in Illit,1469,35.0467122,31.940289,5
Modi'in Illit,1473,35.046065,31.9422461,5
Modi'in Illit,1477,35.0442764,31.942736,5
Modi'in Illit,1481,35.042093,31.9413135,5
Modi'in Illit,1485,35.0385136,31.940411,5
Modi'in Illit,1489,35.0378343,31.941891,5
Modi'in Illit,1493,35.0374891,31.9420202,5
Modi'in Illit,1497,35.0369083,31.9406921,5
Modi'in Illit,1501,35.0355935,31.9395954,5
Modi'in Illit,1505,35.0351919,31.9387484,5
Modi'in Illit,1509,35.0357086,31.9373804,5
Modi'in Illit,1513,35.035171,31.9361622,5
Modi'in Illit,1517,35.0371122,31.9350154,5
Modi'in Illit,1521,35.0368195,31.9311327,5
Modi'in Illit,1525,35.0377665,31.9293998,5
Modi'in Illit,1529,35.0373684,31.927995,5
Modi'in Illit,1533,35.0375832,31.9259712,5
Modi'in Illit,1537,35.0404123,31.9241356,5
Modi'in Illit,1541,35.0447641,31.9228723,5
Ateret,1545,35.1738509,32.0045504,5
Ateret,1549,35.1740386,32.0037816,5
Ateret,1553,35.1744358,32.0038017,5
Ateret,1557,35.1748373,32.0022499,5
Ateret,1561,35.1746863,32.0015248,5
Ateret,1565,35.1749964,32.0007387,5
Ateret,1569,35.1753176,32.0004924,5
Ateret,1573,35.1760985,31.9995431,5
Ateret,1577,35.1768222,31.9986647,5
Ateret,1581,35.1779585,31.9975835,5
Ateret,1585,35.178691,31.9968783,5
Ateret,1589,35.1788597,31.9973331,5
Ateret,1593,35.1789177,31.9977592,5
Ateret,1597,35.1790546,31.9975072,5
Ateret,1601,35.1796402,31.9971155,5
Ateret,1605,35.1805828,31.9969727,5
Ateret,1609,35.1816846,31.9972451,5
Ateret,1613,35.1813806,31.9972999,5
Ateret,1617,35.1802573,31.9972478,5
Ateret,1621,35.1794294,31.9974479,5
Ateret,1625,35.1792079,31.9979994,5
Ateret,1629,35.1797996,31.9977458,5
Ateret,1633,35.1805331,31.9984475,5
Ateret,1637,35.1808863,31.9987031,5
Ateret,1641,35.1806258,31.9990097,5
Ateret,1645,35.1796173,31.9987777,5
Ateret,1649,35.1791351,31.9989522,5
Ateret,1653,35.1782124,31.9997847,5
Ateret,1657,35.1777993,32.0003579,5
Ateret,1661,35.176823,32.0020275,5
Ateret,1665,35.1768904,32.0025816,5
Ateret,1669,35.1767855,32.0028191,5
Ateret,1673,35.1767801,32.0030283,5
Ateret,1677,35.1766299,32.0035833,5
Ateret,1681,35.1758461,32.0040864,5
Ateret,1685,35.1749508,32.0049389,5
Ateret,1689,35.174365,32.0049971,5
Ateret,1693,35.1738509,32.0045504,5
Yitzhar,1697,35.2399987,32.1683501,5
Yitzhar,1701,35.2384454,32.1689604,5
Yitzhar,1705,35.2382952,32.1685971,5
Yitzhar,1709,35.2378875,32.1683065,5
Yitzhar,1713,35.2373854,32.1685097,5
Yitzhar,1717,35.2334801,32.1693706,5
Yitzhar,1721,35.232021,32.1698066,5
Yitzhar,1725,35.2311286,32.1695867,5
Yitzhar,1729,35.2320265,32.1694444,5
Yitzhar,1733,35.2334407,32.1689473,5
Yitzhar,1737,35.2332951,32.1683705,5
Yitzhar,1741,35.2332058,32.1678558,5
Yitzhar,1745,35.2340195,32.1678143,5
Yitzhar,1749,35.2361237,32.167329,5
Yitzhar,1753,35.2379648,32.1665625,5
Yitzhar,1757,35.2404322,32.1664826,5
Yitzhar,1761,35.241295,32.1669985,5
Yitzhar,1765,35.2415694,32.1674562,5
Yitzhar,1769,35.2411234,32.1684663,5
Yitzhar,1773,35.2420608,32.1689447,5
Efrat,1777,35.1472739,31.6483087,5
Efrat,1781,35.1504926,31.6479069,5
Efrat,1785,35.1519561,31.6486296,5
Efrat,1789,35.1502642,31.6494972,5
Efrat,1793,35.1501038,31.6516522,5
Efrat,1797,35.1514937,31.6512942,5
Efrat,1801,35.1531642,31.6504877,5
Efrat,1805,35.1533053,31.6519892,5
Efrat,1809,35.1535139,31.651106,5
Efrat,1813,35.1537258,31.6516051,5
Efrat,1817,35.1541099,31.6523824,5
Efrat,1821,35.1532761,31.6540835,5
Efrat,1825,35.1536843,31.6550539,5
Efrat,1829,35.1536511,31.6556716,5
Efrat,1833,35.1533278,31.6564021,5
Efrat,1837,35.1538915,31.6577344,5
Efrat,1841,35.1540112,31.6594779,5
Efrat,1845,35.155835,31.6615046,5
Efrat,1849,35.1564269,31.6622116,5
Efrat,1853,35.1567375,31.6630474,5
Efrat,1857,35.157548,31.6636151,5
Efrat,1861,35.1579496,31.6645576,5
Efrat,1865,35.1592649,31.6646069,5
Efrat,1869,35.1610585,31.6668792,5
Efrat,1873,35.1632112,31.66839,5
Efrat,1877,35.1651445,31.6690032,5
Efrat,1881,35.1669804,31.6694016,5
Efrat,1885,35.167845,31.6695228,5
Efrat,1889,35.1693862,31.6705208,5
Efrat,1893,35.1693958,31.671743,5
Efrat,1897,35.1691205,31.672401,5
Efrat,1901,35.1687957,31.6727281,5
Efrat,1905,35.1692015,31.6729388,5
Efrat,1909,35.1703452,31.6741623,5
Efrat,1913,35.1701577,31.6756041,5
Efrat,1917,35.1690772,31.6761235,5
Efrat,1921,35.1679792,31.6744949,5
Efrat,1925,35.1673688,31.673523,5
Efrat,1929,35.1664586,31.6729134,5
Efrat,1933,35.1652843,31.6731737,5
Efrat,1937,35.1639968,31.6736117,5
Efrat,1941,35.1626839,31.6713113,5
Efrat,1945,35.1622341,31.6690509,5
Efrat,1949,35.1594727,31.6677723,5
Efrat,1953,35.1583666,31.6666057,5
Efrat,1957,35.1557981,31.6655237,5
Efrat,1961,35.1557011,31.6643336,5
Efrat,1965,35.1545922,31.6626563,5
Efrat,1969,35.1532055,31.6619782,5
Efrat,1973,35.1523729,31.6609217,5
Efrat,1977,35.1515195,31.6596701,5
Efrat,1981,35.1513957,31.6587884,5
Efrat,1985,35.1521455,31.6579761,5
Efrat,1989,35.1510629,31.6582939,5
Efrat,1993,35.1497739,31.6580893,5
Efrat,1997,35.1469731,31.6559185,5
Efrat,2001,35.1455719,31.6549217,5
Efrat,2005,35.1460864,31.6541824,5
Efrat,2009,35.1462543,31.6525152,5
Efrat,2013,35.148753,31.6520198,5
Efrat,2017,35.1475358,31.6505548,5
Kiryat Arba,2021,35.1281775,31.5415371,5
Kiryat Arba,2025,35.1292772,31.5413549,5
Kiryat Arba,2029,35.1307591,31.5409877,5
Kiryat Arba,2033,35.1319315,31.5416388,5
Kiryat Arba,2037,35.1321568,31.5427818,5
Kiryat Arba,2041,35.1308651,31.5429459,5
Kiryat Arba,2045,35.129378,31.5434675,5
Kiryat Arba,2049,35.1270284,31.5431749,5
Kiryat Arba,2053,35.1236797,31.542736,5
Kiryat Arba,2057,35.1240415,31.5435846,5
Kiryat Arba,2061,35.1229359,31.54437,5
Kiryat Arba,2065,35.1216938,31.5446444,5
Kiryat Arba,2069,35.1208121,31.5449483,5
Kiryat Arba,2073,35.1202463,31.545096,5
Kiryat Arba,2077,35.1192659,31.5461544,5
Kiryat Arba,2081,35.1185395,31.5464074,5
Kiryat Arba,2085,35.1178479,31.5461208,5
Kiryat Arba,2089,35.1174384,31.5461438,5
Kiryat Arba,2093,35.1172501,31.5459584,5
Kiryat Arba,2097,35.117025,31.5454332,5
Kiryat Arba,2101,35.1170356,31.5447716,5
Kiryat Arba,2105,35.1171912,31.5442916,5
Kiryat Arba,2109,35.1173576,31.5439072,5
Kiryat Arba,2113,35.117363,31.5433859,5
Kiryat Arba,2117,35.1177056,31.542921,5
Kiryat Arba,2121,35.1179623,31.5427022,5
Kiryat Arba,2125,35.1183123,31.5422298,5
Kiryat Arba,2129,35.1183607,31.5418587,5
Kiryat Arba,2133,35.1183983,31.5415158,5
Kiryat Arba,2137,35.1185796,31.5412527,5
Kiryat Arba,2141,35.1187999,31.5408138,5
Kiryat Arba,2145,35.1194047,31.5403152,5
Kiryat Arba,2149,35.1198593,31.5404032,5
Kiryat Arba,2153,35.1202775,31.5404092,5
Kiryat Arba,2157,35.1211412,31.5407384,5
Kiryat Arba,2161,35.1215907,31.5412049,5
Kiryat Arba,2165,35.1220585,31.5412824,5
Kiryat Arba,2169,35.122949,31.5412093,5
Kiryat Arba,2173,35.1226532,31.5422382,5
Kiryat Arba,2177,35.1241884,31.542536,5
Kiryat Arba,2181,35.1269471,31.5426675,5
Psagot,2185,35.2263399,31.8968171,5
Psagot,2189,35.2257176,31.8990578,5
Psagot,2193,35.2254172,31.8998958,5
Psagot,2197,35.224516,31.9011619,5
Psagot,2201,35.2238164,31.9021262,5
Psagot,2205,35.2239779,31.9025645,5
Psagot,2209,35.223762,31.9031685,5
Psagot,2213,35.2231697,31.9035058,5
Psagot,2217,35.222566,31.9036993,5
Psagot,2221,35.2218046,31.9026976,5
Psagot,2225,35.2213877,31.9016058,5
Psagot,2229,35.2212701,31.9005353,5
Psagot,2233,35.2215885,31.8992142,5
Psagot,2237,35.2223633,31.8978598,5
Psagot,2241,35.2235114,31.8962428,5
Psagot,2245,35.2245374,31.8951501,5
Psagot,2249,35.2254601,31.8953688,5
Psagot,2253,35.226415,31.8957604,5
Psagot,2257,35.2270373,31.8958242,5
Psagot,2261,35.2274879,31.8963343,5
Psagot,2265,35.2278097,31.8959062,5
Psagot,2269,35.228829,31.8950226,5
Psagot,2273,35.2299233,31.8950044,5
Psagot,2277,35.230567,31.8952503,5
Psagot,2281,35.2312751,31.895979,5
Psagot,2285,35.2304598,31.8970903,5
Psagot,2289,35.2302559,31.8969628,5
Psagot,2293,35.2305241,31.8963889,5
Psagot,2297,35.2305563,31.8959244,5
Psagot,2301,35.2297195,31.8956238,5
Psagot,2305,35.2282174,31.8956693,5
Psagot,2309,35.227681,31.8964072,5
Psagot,2313,35.2271016,31.8962068,5
Psagot,2317,35.2270265,31.8966167,5
Psagot,2321,35.2268012,31.8973272,5
Psagot,2325,35.2264686,31.8977735,5
Psagot,2329,35.2266939,31.8969628,5
Adora,2333,35.0157242,31.550792,5
Adora,2337,35.0150912,31.5504217,5
Adora,2341,35.0149679,31.5499691,5
Adora,2345,35.0153648,31.5496354,5
Adora,2349,35.0160783,31.5499509,5
Adora,2353,35.0161319,31.5503531,5
Adora,2357,35.0165611,31.5505086,5
Adora,2361,35.0172906,31.5512034,5
Adora,2365,35.0177949,31.5515463,5
Adora,2369,35.0194418,31.5521314,5
Adora,2373,35.0205039,31.5523417,5
Adora,2377,35.0218719,31.5524331,5
Adora,2381,35.0219791,31.5533337,5
Adora,2385,35.0212979,31.5536171,5
Adora,2389,35.0201942,31.5531415,5
Adora,2393,35.0191306,31.5529086,5
Adora,2397,35.0180256,31.553096,5
Adora,2401,35.0173336,31.5529588,5
Adora,2405,35.0164913,31.5523509,5
Adora,2409,35.0156062,31.552136,5
Adora,2413,35.0155311,31.5515554,5
Adora,2417,35.0157886,31.5509154,5
Telem,2421,35.0301431,31.5623058,5
Telem,2425,35.0305948,31.5615889,5
Telem,2429,35.031732,31.5609718,5
Telem,2433,35.0323157,31.5616659,5
Telem,2437,35.0331955,31.5619127,5
Telem,2441,35.0325303,31.5626669,5
Telem,2445,35.0317642,31.562727,5
Telem,2449,35.032246,31.5639694,5
Telem,2453,35.0319026,31.5656286,5
Telem,2457,35.0315336,31.5658443,5
Telem,2461,35.032026,31.5664102,5
Telem,2465,35.0315872,31.567051,5
Telem,2469,35.0307976,31.5665564,5
Telem,2473,35.0304972,31.5656149,5
Telem,2477,35.0305454,31.564623,5
Telem,2481,35.0299553,31.5637729,5
Karmei Tzur,2485,35.0972502,31.6095532,5
Karmei Tzur,2489,35.0979087,31.6072819,5
Karmei Tzur,2493,35.0977317,31.6064413,5
Karmei Tzur,2497,35.097147,31.6068113,5
Karmei Tzur,2501,35.0969056,31.6064641,5
